Handle,Title,Namespace,Key,Type,Value,Source Field,Import Notes
kalonji,Kalonji,custom,aliases,list.single_line_text_field,"[""Kalwanji"",""Kalwingi"",""Kalonji seeds"",""Black seed"",""Kalonji"",""کلونجی""]",aliases,
kalonji,Kalonji,custom,pairing_ideas,list.single_line_text_field,"[""Honey"",""Daliya Oats"",""Dried Fruits"",""Quinoa""]",pairingIdeas,
kalonji,Kalonji,custom,source_id,single_line_text_field,kalonji,id,
kalonji,Kalonji,custom,source_sku,single_line_text_field,KAL-200,sku,
alsi,Alsi,custom,urdu_name,single_line_text_field,السی,urduName/urduTitle,
alsi,Alsi,custom,urdu_title,single_line_text_field,السی,urduTitle,
alsi,Alsi,custom,short_description,multi_line_text_field,"Alsi is a Morganics seeds item for breakfast bowls, soaked drinks, salads, baking and clean snack portions, packed for freshness, clear storage care and practical Pakistani ecommerce use.",shortDescription,
alsi,Alsi,custom,use_cases,list.single_line_text_field,"[""Breakfast bowls"",""Soaked drinks"",""Salads"",""Baking"",""Clean snack portions""]",useCases,
alsi,Alsi,custom,benefits,list.single_line_text_field,"[""Small-format pantry convenience"",""Topping use"",""Modern wellness routine""]",benefits,
alsi,Alsi,custom,usage,multi_line_text_field,"Sprinkle on bowls or salads, mix into yogurt or smoothies, or soak where the product is commonly used that way.",usage,
alsi,Alsi,custom,precautions,multi_line_text_field,"Use moderate portions and drink enough water when using fiber-rich seeds. This product is not a medicine and does not diagnose, cure, treat or prevent any disease.",precautions,
alsi,Alsi,custom,storage,multi_line_text_field,"Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive opened packs in hot or humid weather if needed.",storage,
alsi,Alsi,custom,faqs,json,"[{""q"":""What is Alsi?"",""a"":""Alsi is a Morganics seeds product selected for practical pantry, kitchen, snacking, gifting or traditional-use routines depending on the ingredient.""},{""q"":""How can I use Alsi?"",""a"":""Sprinkle on bowls or salads, mix into yogurt or smoothies, or soak where the product is commonly used that way.""},{""q"":""How should I store Alsi?"",""a"":""Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive nuts, dried fruits or opened packs in hot/humid weather if needed.""},{""q"":""Is Alsi a medicine?"",""a"":""No. Morganics product content is for food, pantry and ingredient education only. It does not diagnose, cure, treat or prevent any disease.""}]",faqs,
alsi,Alsi,custom,keywords,multi_line_text_field,"Alsi, السی, Morganics Alsi, Alsi Pakistan, buy Alsi online, Alsi price in Pakistan, Seeds, Honey, Daliya Oats, Dried Fruits, Quinoa",keywords,
alsi,Alsi,custom,aliases,list.single_line_text_field,"[""Alsi"",""السی""]",aliases,
alsi,Alsi,custom,pairing_ideas,list.single_line_text_field,"[""Honey"",""Daliya Oats"",""Dried Fruits"",""Quinoa""]",pairingIdeas,
alsi,Alsi,custom,source_id,single_line_text_field,alsi,id,
alsi,Alsi,custom,source_sku,single_line_text_field,ALSI-250,sku,
ajwain,Ajwain,custom,urdu_name,single_line_text_field,اجوائن,urduName/urduTitle,
ajwain,Ajwain,custom,short_description,multi_line_text_field,"Ajwain is a Morganics herbs item for tea, kitchen, aroma, traditional pantry and careful daily routines, packed for freshness, clear storage care and practical Pakistani ecommerce use.",shortDescription,
ajwain,Ajwain,custom,use_cases,list.single_line_text_field,"[""Tea"",""Kitchen use"",""Aroma"",""Traditional pantry"",""Careful daily routine""]",useCases,
ajwain,Ajwain,custom,benefits,list.single_line_text_field,"[""Aroma-led pantry use"",""Traditional familiarity"",""Practical kitchen routine""]",benefits,
ajwain,Ajwain,custom,usage,multi_line_text_field,"Use in tea, cooking, infusions or traditional preparations in small sensible amounts.",usage,
ajwain,Ajwain,custom,precautions,multi_line_text_field,"Herbs may not suit every body; ask a qualified professional if pregnant, nursing, medicated or managing a condition. This product is not a medicine and does not diagnose, cure, treat or prevent any disease.",precautions,
ajwain,Ajwain,custom,storage,multi_line_text_field,"Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive opened packs in hot or humid weather if needed.",storage,
ajwain,Ajwain,custom,faqs,json,"[{""q"":""What is Ajwain?"",""a"":""Ajwain is a Morganics herbs product selected for practical pantry, kitchen, snacking, gifting or traditional-use routines depending on the ingredient.""},{""q"":""How can I use Ajwain?"",""a"":""Use in tea, cooking, infusions or traditional preparations in small sensible amounts.""},{""q"":""How should I store Ajwain?"",""a"":""Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive nuts, dried fruits or opened packs in hot/humid weather if needed.""},{""q"":""Is Ajwain a medicine?"",""a"":""No. Morganics product content is for food, pantry and ingredient education only. It does not diagnose, cure, treat or prevent any disease.""}]",faqs,
ajwain,Ajwain,custom,keywords,multi_line_text_field,"Ajwain, اجوائن, Morganics Ajwain, Ajwain Pakistan, buy Ajwain online, Ajwain price in Pakistan, Herbs, Honey, Elaichi Sabz, Gur",keywords,
ajwain,Ajwain,custom,pairing_ideas,list.single_line_text_field,"[""Honey"",""Elaichi Sabz"",""Gur""]",pairingIdeas,
ajwain,Ajwain,custom,source_id,single_line_text_field,ajwain,id,
ajwain,Ajwain,custom,source_sku,single_line_text_field,AJW-200,sku,
california-almonds-maghaz-badam,California Almonds Maghaz Badam,custom,urdu_name,single_line_text_field,کیلیفورنیا مغز بادام,urduName/urduTitle,
california-almonds-maghaz-badam,California Almonds Maghaz Badam,custom,urdu_title,single_line_text_field,کیلیفورنیا مغز بادام,urduTitle,
california-almonds-maghaz-badam,California Almonds Maghaz Badam,custom,short_description,multi_line_text_field,"California Almonds Maghaz Badam is a Morganics nuts item for clean snacking, tea-time serving, breakfast bowls, desserts and premium gifting, packed for freshness, clear storage care and practical Pakistani ecommerce use.",shortDescription,
california-almonds-maghaz-badam,California Almonds Maghaz Badam,custom,use_cases,list.single_line_text_field,"[""Clean snacking"",""Tea-time serving"",""Breakfast bowls"",""Desserts"",""Premium gifting""]",useCases,
california-almonds-maghaz-badam,California Almonds Maghaz Badam,custom,benefits,list.single_line_text_field,"[""Naturally satisfying texture"",""Family serving value"",""Premium pantry appeal""]",benefits,
california-almonds-maghaz-badam,California Almonds Maghaz Badam,custom,usage,multi_line_text_field,"Snack directly, add to desserts, breakfast bowls, trail mixes, kheer, halwa or gift boxes.",usage,
california-almonds-maghaz-badam,California Almonds Maghaz Badam,custom,precautions,multi_line_text_field,"Contains tree nuts and may not suit customers with nut allergies. This product is not a medicine and does not diagnose, cure, treat or prevent any disease.",precautions,
california-almonds-maghaz-badam,California Almonds Maghaz Badam,custom,storage,multi_line_text_field,"Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive opened packs in hot or humid weather if needed.",storage,
california-almonds-maghaz-badam,California Almonds Maghaz Badam,custom,faqs,json,"[{""q"":""What is California Almonds Maghaz Badam?"",""a"":""California Almonds Maghaz Badam is a Morganics nuts product selected for practical pantry, kitchen, snacking, gifting or traditional-use routines depending on the ingredient.""},{""q"":""How can I use California Almonds Maghaz Badam?"",""a"":""Snack directly, add to desserts, breakfast bowls, trail mixes, kheer, halwa or gift boxes.""},{""q"":""How should I store California Almonds Maghaz Badam?"",""a"":""Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive nuts, dried fruits or opened packs in hot/humid weather if needed.""},{""q"":""Is California Almonds Maghaz Badam a medicine?"",""a"":""No. Morganics product content is for food, pantry and ingredient education only. It does not diagnose, cure, treat or prevent any disease.""}]",faqs,
california-almonds-maghaz-badam,California Almonds Maghaz Badam,custom,keywords,multi_line_text_field,"California Almonds Maghaz Badam, کیلیفورنیا مغز بادام, Morganics California Almonds Maghaz Badam, California Almonds Maghaz Badam Pakistan, buy California Almonds Maghaz Badam online, California Almonds Maghaz Badam price in Pakistan, Nuts, Ajwa Dates, Honey, Daliya Oats, Mixed Dried Fruits",keywords,
california-almonds-maghaz-badam,California Almonds Maghaz Badam,custom,aliases,list.single_line_text_field,"[""California Almonds Maghaz Badam"",""کیلیفورنیا مغز بادام""]",aliases,
california-almonds-maghaz-badam,California Almonds Maghaz Badam,custom,pairing_ideas,list.single_line_text_field,"[""Ajwa Dates"",""Honey"",""Daliya Oats"",""Mixed Dried Fruits""]",pairingIdeas,
california-almonds-maghaz-badam,California Almonds Maghaz Badam,custom,source_id,single_line_text_field,american-almonds,id,
california-almonds-maghaz-badam,California Almonds Maghaz Badam,custom,source_sku,single_line_text_field,ALM-AMR-250,sku,
ginseng-root-red,Ginseng Root Red,custom,urdu_name,single_line_text_field,جنسنگ روٹ,urduName/urduTitle,
ginseng-root-red,Ginseng Root Red,custom,short_description,multi_line_text_field,"Ginseng Root Red is a Morganics botanicals item for traditional pantry routines, guided wellness use and specialist ingredient needs, packed for freshness, clear storage care and practical Pakistani ecommerce use.",shortDescription,
ginseng-root-red,Ginseng Root Red,custom,use_cases,list.single_line_text_field,"[""Traditional pantry routine"",""Guided wellness use"",""Specialist ingredient needs""]",useCases,
ginseng-root-red,Ginseng Root Red,custom,benefits,list.single_line_text_field,"[""Heritage use"",""Careful selection"",""Clear precaution guidance""]",benefits,
ginseng-root-red,Ginseng Root Red,custom,usage,multi_line_text_field,"Use only with careful guidance. Avoid casual high-dose use and consult a qualified professional where health status, medicines, pregnancy, nursing or allergies are relevant.",usage,
ginseng-root-red,Ginseng Root Red,custom,precautions,multi_line_text_field,"Use botanicals with professional guidance if pregnant, nursing, medicated, allergic or managing a health condition. This product is not a medicine and does not diagnose, cure, treat or prevent any disease.",precautions,
ginseng-root-red,Ginseng Root Red,custom,storage,multi_line_text_field,"Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive opened packs in hot or humid weather if needed.",storage,
ginseng-root-red,Ginseng Root Red,custom,faqs,json,"[{""q"":""What is Ginseng Root Red?"",""a"":""Ginseng Root Red is a Morganics botanicals product selected for practical pantry, kitchen, snacking, gifting or traditional-use routines depending on the ingredient.""},{""q"":""How can I use Ginseng Root Red?"",""a"":""Use only with careful guidance. Avoid casual high-dose use and consult a qualified professional where health status, medicines, pregnancy, nursing or allergies are relevant.""},{""q"":""How should I store Ginseng Root Red?"",""a"":""Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive nuts, dried fruits or opened packs in hot/humid weather if needed.""},{""q"":""Is Ginseng Root Red a medicine?"",""a"":""No. Morganics product content is for food, pantry and ingredient education only. It does not diagnose, cure, treat or prevent any disease.""}]",faqs,
ginseng-root-red,Ginseng Root Red,custom,keywords,multi_line_text_field,"Ginseng Root Red, جنسنگ روٹ, Morganics Ginseng Root Red, Ginseng Root Red Pakistan, buy Ginseng Root Red online, Ginseng Root Red price in Pakistan, Botanicals, Honey, Elaichi Sabz, Daliya Oats, consult-guided products",keywords,
ginseng-root-red,Ginseng Root Red,custom,pairing_ideas,list.single_line_text_field,"[""Honey"",""Elaichi Sabz"",""Daliya Oats"",""consult-guided products""]",pairingIdeas,
ginseng-root-red,Ginseng Root Red,custom,source_id,single_line_text_field,ginseng-root-red,id,
ginseng-root-red,Ginseng Root Red,custom,source_sku,single_line_text_field,GINR-50,sku,
salab-misri,Salab Misri,custom,urdu_name,single_line_text_field,ثعلب مصری,urduName/urduTitle,
salab-misri,Salab Misri,custom,short_description,multi_line_text_field,"Salab Misri is a Morganics botanicals item for traditional pantry routines, guided wellness use and specialist ingredient needs, packed for freshness, clear storage care and practical Pakistani ecommerce use.",shortDescription,
salab-misri,Salab Misri,custom,use_cases,list.single_line_text_field,"[""Traditional pantry routine"",""Guided wellness use"",""Specialist ingredient needs""]",useCases,
salab-misri,Salab Misri,custom,benefits,list.single_line_text_field,"[""Heritage use"",""Careful selection"",""Clear precaution guidance""]",benefits,
salab-misri,Salab Misri,custom,usage,multi_line_text_field,"Use only with careful guidance. Avoid casual high-dose use and consult a qualified professional where health status, medicines, pregnancy, nursing or allergies are relevant.",usage,
salab-misri,Salab Misri,custom,precautions,multi_line_text_field,"Use botanicals with professional guidance if pregnant, nursing, medicated, allergic or managing a health condition. This product is not a medicine and does not diagnose, cure, treat or prevent any disease.",precautions,
salab-misri,Salab Misri,custom,storage,multi_line_text_field,"Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive opened packs in hot or humid weather if needed.",storage,
salab-misri,Salab Misri,custom,faqs,json,"[{""q"":""What is Salab Misri?"",""a"":""Salab Misri is a Morganics botanicals product selected for practical pantry, kitchen, snacking, gifting or traditional-use routines depending on the ingredient.""},{""q"":""How can I use Salab Misri?"",""a"":""Use only with careful guidance. Avoid casual high-dose use and consult a qualified professional where health status, medicines, pregnancy, nursing or allergies are relevant.""},{""q"":""How should I store Salab Misri?"",""a"":""Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive nuts, dried fruits or opened packs in hot/humid weather if needed.""},{""q"":""Is Salab Misri a medicine?"",""a"":""No. Morganics product content is for food, pantry and ingredient education only. It does not diagnose, cure, treat or prevent any disease.""}]",faqs,
salab-misri,Salab Misri,custom,keywords,multi_line_text_field,"Salab Misri, ثعلب مصری, Morganics Salab Misri, Salab Misri Pakistan, buy Salab Misri online, Salab Misri price in Pakistan, Botanicals, Honey, Elaichi Sabz, Daliya Oats, consult-guided products",keywords,
salab-misri,Salab Misri,custom,pairing_ideas,list.single_line_text_field,"[""Honey"",""Elaichi Sabz"",""Daliya Oats"",""consult-guided products""]",pairingIdeas,
salab-misri,Salab Misri,custom,source_id,single_line_text_field,salab-misri,id,
salab-misri,Salab Misri,custom,source_sku,single_line_text_field,SALM-25,sku,
dar-chini-cigar-gol,Dar Chini Cigar Gol,custom,urdu_name,single_line_text_field,دار چینی سگار گول,urduName/urduTitle,
dar-chini-cigar-gol,Dar Chini Cigar Gol,custom,urdu_title,single_line_text_field,دار چینی سگار گول,urduTitle,
dar-chini-cigar-gol,Dar Chini Cigar Gol,custom,short_description,multi_line_text_field,"Dar Chini Cigar Gol is a Morganics botanicals item for traditional pantry routines, guided wellness use and specialist ingredient needs, packed for freshness, clear storage care and practical Pakistani ecommerce use.",shortDescription,
dar-chini-cigar-gol,Dar Chini Cigar Gol,custom,use_cases,list.single_line_text_field,"[""Traditional pantry routine"",""Guided wellness use"",""Specialist ingredient needs""]",useCases,
dar-chini-cigar-gol,Dar Chini Cigar Gol,custom,benefits,list.single_line_text_field,"[""Heritage use"",""Careful selection"",""Clear precaution guidance""]",benefits,
dar-chini-cigar-gol,Dar Chini Cigar Gol,custom,usage,multi_line_text_field,"Use in tea, milk, desserts, cooking or aroma-led recipes in small amounts according to taste.",usage,
dar-chini-cigar-gol,Dar Chini Cigar Gol,custom,precautions,multi_line_text_field,"Use botanicals with professional guidance if pregnant, nursing, medicated, allergic or managing a health condition. This product is not a medicine and does not diagnose, cure, treat or prevent any disease.",precautions,
dar-chini-cigar-gol,Dar Chini Cigar Gol,custom,storage,multi_line_text_field,"Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive opened packs in hot or humid weather if needed.",storage,
dar-chini-cigar-gol,Dar Chini Cigar Gol,custom,faqs,json,"[{""q"":""What is Dar Chini Cigar Gol?"",""a"":""Dar Chini Cigar Gol is a Morganics botanicals product selected for practical pantry, kitchen, snacking, gifting or traditional-use routines depending on the ingredient.""},{""q"":""How can I use Dar Chini Cigar Gol?"",""a"":""Use in tea, milk, desserts, cooking or aroma-led recipes in small amounts according to taste.""},{""q"":""How should I store Dar Chini Cigar Gol?"",""a"":""Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive nuts, dried fruits or opened packs in hot/humid weather if needed.""},{""q"":""Is Dar Chini Cigar Gol a medicine?"",""a"":""No. Morganics product content is for food, pantry and ingredient education only. It does not diagnose, cure, treat or prevent any disease.""}]",faqs,
dar-chini-cigar-gol,Dar Chini Cigar Gol,custom,keywords,multi_line_text_field,"Dar Chini Cigar Gol, دار چینی سگار گول, Morganics Dar Chini Cigar Gol, Dar Chini Cigar Gol Pakistan, buy Dar Chini Cigar Gol online, Dar Chini Cigar Gol price in Pakistan, Botanicals, Dar Chini, Darchini, Cinnamon cigar, Cinnamon roll, Honey, Elaichi Sabz, Daliya Oats, consult-guided products",keywords,
dar-chini-cigar-gol,Dar Chini Cigar Gol,custom,aliases,list.single_line_text_field,"[""Dar Chini"",""Darchini"",""Cinnamon cigar"",""Cinnamon roll"",""Dar Chini Cigar Gol"",""دار چینی سگار گول""]",aliases,
dar-chini-cigar-gol,Dar Chini Cigar Gol,custom,pairing_ideas,list.single_line_text_field,"[""Honey"",""Elaichi Sabz"",""Daliya Oats"",""consult-guided products""]",pairingIdeas,
dar-chini-cigar-gol,Dar Chini Cigar Gol,custom,source_id,single_line_text_field,dar-chini-gil-gol,id,
dar-chini-cigar-gol,Dar Chini Cigar Gol,custom,source_sku,single_line_text_field,CIN-CIG-100,sku,
saffron,Saffron,custom,urdu_name,single_line_text_field,زعفران سپر نگین,urduName/urduTitle,
saffron,Saffron,custom,short_description,multi_line_text_field,"Saffron is a Morganics botanicals item for traditional pantry routines, guided wellness use and specialist ingredient needs, packed for freshness, clear storage care and practical Pakistani ecommerce use.",shortDescription,
saffron,Saffron,custom,use_cases,list.single_line_text_field,"[""Traditional pantry routine"",""Guided wellness use"",""Specialist ingredient needs""]",useCases,
saffron,Saffron,custom,benefits,list.single_line_text_field,"[""Heritage use"",""Careful selection"",""Clear precaution guidance""]",benefits,
saffron,Saffron,custom,usage,multi_line_text_field,"Use in tea, milk, desserts, cooking or aroma-led recipes in small amounts according to taste.",usage,
saffron,Saffron,custom,precautions,multi_line_text_field,"Use botanicals with professional guidance if pregnant, nursing, medicated, allergic or managing a health condition. This product is not a medicine and does not diagnose, cure, treat or prevent any disease.",precautions,
saffron,Saffron,custom,storage,multi_line_text_field,"Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive opened packs in hot or humid weather if needed.",storage,
saffron,Saffron,custom,faqs,json,"[{""q"":""What is Saffron?"",""a"":""Saffron is a Morganics botanicals product selected for practical pantry, kitchen, snacking, gifting or traditional-use routines depending on the ingredient.""},{""q"":""How can I use Saffron?"",""a"":""Use in tea, milk, desserts, cooking or aroma-led recipes in small amounts according to taste.""},{""q"":""How should I store Saffron?"",""a"":""Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive nuts, dried fruits or opened packs in hot/humid weather if needed.""},{""q"":""Is Saffron a medicine?"",""a"":""No. Morganics product content is for food, pantry and ingredient education only. It does not diagnose, cure, treat or prevent any disease.""}]",faqs,
saffron,Saffron,custom,keywords,multi_line_text_field,"Saffron, زعفران سپر نگین, Morganics Saffron, Saffron Pakistan, buy Saffron online, Saffron price in Pakistan, Botanicals, Honey, Elaichi Sabz, Daliya Oats, consult-guided products",keywords,
saffron,Saffron,custom,pairing_ideas,list.single_line_text_field,"[""Honey"",""Elaichi Sabz"",""Daliya Oats"",""consult-guided products""]",pairingIdeas,
saffron,Saffron,custom,source_id,single_line_text_field,saffron,id,
saffron,Saffron,custom,source_sku,single_line_text_field,SAF-01,sku,
phool-makhana,Phool Makhana,custom,urdu_name,single_line_text_field,پھول مکھانہ,urduName/urduTitle,
phool-makhana,Phool Makhana,custom,urdu_title,single_line_text_field,پھول مکھانہ,urduTitle,
phool-makhana,Phool Makhana,custom,short_description,multi_line_text_field,"Phool Makhana is a Morganics premium snacks item for breakfast, office snacking, lunch bowls and family pantry use, packed for freshness, clear storage care and practical Pakistani ecommerce use.",shortDescription,
phool-makhana,Phool Makhana,custom,use_cases,list.single_line_text_field,"[""Breakfast"",""Office snacking"",""Lunch bowls"",""Family pantry use""]",useCases,
phool-makhana,Phool Makhana,custom,benefits,list.single_line_text_field,"[""Easy serving"",""Everyday convenience"",""Pantry restocking""]",benefits,
phool-makhana,Phool Makhana,custom,usage,multi_line_text_field,"Use as a ready pantry item for breakfast bowls, snack portions or family serving.",usage,
phool-makhana,Phool Makhana,custom,precautions,multi_line_text_field,"Check ingredients and portion sizes according to your dietary needs. This product is not a medicine and does not diagnose, cure, treat or prevent any disease.",precautions,
phool-makhana,Phool Makhana,custom,storage,multi_line_text_field,"Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive opened packs in hot or humid weather if needed.",storage,
phool-makhana,Phool Makhana,custom,faqs,json,"[{""q"":""What is Phool Makhana?"",""a"":""Phool Makhana is a Morganics premium snacks product selected for practical pantry, kitchen, snacking, gifting or traditional-use routines depending on the ingredient.""},{""q"":""How can I use Phool Makhana?"",""a"":""Use as a ready pantry item for breakfast bowls, snack portions or family serving.""},{""q"":""How should I store Phool Makhana?"",""a"":""Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive nuts, dried fruits or opened packs in hot/humid weather if needed.""},{""q"":""Is Phool Makhana a medicine?"",""a"":""No. Morganics product content is for food, pantry and ingredient education only. It does not diagnose, cure, treat or prevent any disease.""}]",faqs,
phool-makhana,Phool Makhana,custom,keywords,multi_line_text_field,"Phool Makhana, پھول مکھانہ, Morganics Phool Makhana, Phool Makhana Pakistan, buy Phool Makhana online, Phool Makhana price in Pakistan, Premium Snacks, Honey, Dry fruits, Nuts, Breakfast bowls",keywords,
phool-makhana,Phool Makhana,custom,aliases,list.single_line_text_field,"[""Phool Makhana"",""پھول مکھانہ""]",aliases,
phool-makhana,Phool Makhana,custom,pairing_ideas,list.single_line_text_field,"[""Honey"",""Dry fruits"",""Nuts"",""Breakfast bowls""]",pairingIdeas,
phool-makhana,Phool Makhana,custom,source_id,single_line_text_field,phool-makhana,id,
phool-makhana,Phool Makhana,custom,source_sku,single_line_text_field,MAK-150,sku,
goond-katira,Goond Katira,custom,urdu_name,single_line_text_field,گوند کتیرا,urduName/urduTitle,
goond-katira,Goond Katira,custom,short_description,multi_line_text_field,"Goond Katira is a Morganics gums & specialties item for summer drinks, desserts, texture-led recipes and traditional pantry use, packed for freshness, clear storage care and practical Pakistani ecommerce use.",shortDescription,
goond-katira,Goond Katira,custom,use_cases,list.single_line_text_field,"[""Summer drinks"",""Desserts"",""Texture-led recipes"",""Traditional pantry use""]",useCases,
goond-katira,Goond Katira,custom,benefits,list.single_line_text_field,"[""Cooling-drink relevance"",""Texture utility"",""Specialty ingredient value""]",benefits,
goond-katira,Goond Katira,custom,usage,multi_line_text_field,"Soak before use where appropriate, use clean water, and start with a small quantity to check suitability.",usage,
goond-katira,Goond Katira,custom,precautions,multi_line_text_field,"Prepare specialty gums correctly and start with small amounts. This product is not a medicine and does not diagnose, cure, treat or prevent any disease.",precautions,
goond-katira,Goond Katira,custom,storage,multi_line_text_field,"Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive opened packs in hot or humid weather if needed.",storage,
goond-katira,Goond Katira,custom,faqs,json,"[{""q"":""What is Goond Katira?"",""a"":""Goond Katira is a Morganics gums & specialties product selected for practical pantry, kitchen, snacking, gifting or traditional-use routines depending on the ingredient.""},{""q"":""How can I use Goond Katira?"",""a"":""Soak before use where appropriate, use clean water, and start with a small quantity to check suitability.""},{""q"":""How should I store Goond Katira?"",""a"":""Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive nuts, dried fruits or opened packs in hot/humid weather if needed.""},{""q"":""Is Goond Katira a medicine?"",""a"":""No. Morganics product content is for food, pantry and ingredient education only. It does not diagnose, cure, treat or prevent any disease.""}]",faqs,
goond-katira,Goond Katira,custom,keywords,multi_line_text_field,"Goond Katira, گوند کتیرا, Morganics Goond Katira, Goond Katira Pakistan, buy Goond Katira online, Goond Katira price in Pakistan, Gums & Specialties, Chia Seeds, Honey, Summer drinks, Dessert ingredients",keywords,
goond-katira,Goond Katira,custom,pairing_ideas,list.single_line_text_field,"[""Chia Seeds"",""Honey"",""Summer drinks"",""Dessert ingredients""]",pairingIdeas,
goond-katira,Goond Katira,custom,source_id,single_line_text_field,goond-katira,id,
goond-katira,Goond Katira,custom,source_sku,single_line_text_field,GKT-100,sku,
anjeer,Anjeer,custom,urdu_name,single_line_text_field,انجیر,urduName/urduTitle,
anjeer,Anjeer,custom,urdu_title,single_line_text_field,انجیر,urduTitle,
anjeer,Anjeer,custom,short_description,multi_line_text_field,"Anjeer is a Morganics dry fruits item for tea-time, Ramadan tables, lunch boxes, breakfast bowls and gift trays, packed for freshness, clear storage care and practical Pakistani ecommerce use.",shortDescription,
anjeer,Anjeer,custom,use_cases,list.single_line_text_field,"[""Tea-time serving"",""Ramadan tables"",""Lunch boxes"",""Breakfast bowls"",""Gift trays""]",useCases,
anjeer,Anjeer,custom,benefits,list.single_line_text_field,"[""Natural sweetness"",""Familiar Pakistani dry-fruit routine"",""Easy serving""]",benefits,
anjeer,Anjeer,custom,usage,multi_line_text_field,"Eat as a snack, pair with nuts, add to breakfast, serve at tea-time, or use in desserts and gift boxes.",usage,
anjeer,Anjeer,custom,precautions,multi_line_text_field,"Use sensible portions, especially if managing sugar intake or specific dietary advice. This product is not a medicine and does not diagnose, cure, treat or prevent any disease.",precautions,
anjeer,Anjeer,custom,storage,multi_line_text_field,"Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive opened packs in hot or humid weather if needed.",storage,
anjeer,Anjeer,custom,faqs,json,"[{""q"":""What is Anjeer?"",""a"":""Anjeer is a Morganics dry fruits product selected for practical pantry, kitchen, snacking, gifting or traditional-use routines depending on the ingredient.""},{""q"":""How can I use Anjeer?"",""a"":""Eat as a snack, pair with nuts, add to breakfast, serve at tea-time, or use in desserts and gift boxes.""},{""q"":""How should I store Anjeer?"",""a"":""Keep sealed in a cool, dry place away from sunlight, heat and moisture. Use a clean, dry spoon or scoop. Refrigerate sensitive nuts, dried fruits or opened packs in hot/humid weather if needed.""},{""q"":""Is Anjeer a medicine?"",""a"":""No. Morganics product content is for food, pantry and ingredient education only. It does not diagnose, cure, treat or prevent any disease.""}]",faqs,
anjeer,Anjeer,custom,keywords,multi_line_text_field,"Anjeer, انجیر, Morganics Anjeer, Anjeer Pakistan, buy Anjeer online, Anjeer price in Pakistan, Dry Fruits, Pista Maghaz, Kajo Sada, Honey, Sogi Small Mewa",keywords,
anjeer,Anjeer,custom,aliases,list.single_line_text_field,"[""Anjeer"",""انجیر""]",aliases,
anjeer,Anjeer,custom,pairing_ideas,list.single_line_text_field,"[""Pista Maghaz"",""Kajo Sada"",""Honey"",""Sogi Small Mewa""]",pairingIdeas,
anjeer,Anjeer,custom,source_id,single_line_text_field,anjeer-fig,id,
anjeer,Anjeer,custom,source_sku,single_line_text_field,FIG-250,sku,
maghaz-chilgoza-half-roast,Maghaz Chilgoza Half Roast,custom,urdu_name,single_line_text_field,مغز چلغوزہ ہاف روسٹ,urduName/urduTitle,
maghaz-chilgoza-half-roast,Maghaz Chilgoza Half Roast,custom,urdu_title,single_line_text_field,مغز چلغوزہ ہاف روسٹ,urduTitle,
maghaz-chilgoza-half-roast,Maghaz Chilgoza Half Roast,custom,short_description,multi_line_text_field,"Maghaz Chilgoza Half Roast is a Morganics nuts item for clean snacking, tea-time serving, breakfast bowls, desserts and premium gifting, packed for freshness, clear storage care and practical Pakistani ecommerce use.",shortDescription,
